,2MASS,KIC,Gaia_DR1,RA,Dec,umag,gmag,rmag,imag,zmag,Jmag,Hmag,Kmag,kepmag,pmRA,pmDec,phot_g_mean_mag,Unnamed: 0,ID,Numax,Numax_err,Dnu_median_all,Dnu_median_all_err,Dnu_lin_all,Dnu_lin_all_err,Dnu_median,Dnu_median_err,Dnu_lin_m,Dnu_lin_m_err,q0,q1,q2,d02,d02_err,lw,lw_err,Amax,Aw,Ah,Amax_err,Aw_err,Ah_err,Amax2,Aw2,Ah2,Amax2_err,Aw2_err,Ah2_err,numax_fit,numax_fit_err
10,2MASS J19205368+3750236,2569945,2.05129452251294e+18,290.22369,37.839909000000006,19.415,15.274000000000001,14.145999999999999,13.762,13.498,12.298,11.695,11.548,14.215,16.4,20.6,14.048,55.0,2569945.0,30.954421069968195,0.1199979750692993,3.7007960021358777,0.032923504909834714,3.7632072533881047,0.008283613057400321,3.6940402818433498,0.021464728121824157,3.7344689783639513,0.006225746106675887,0.0263654458054288,3.5797998008737046,19.003341512360986,0.6016673332201936,0.10625062340601303,-2.1180266661453504,0.8931204564935901,28.547251784098115,6.0536742613780135,17131670.016978066,1.0258476045017335,1.4981138404011256,8391135.07955061,30.602379640345458,7.179033624230387,15892161.816535713,1.0315690690137758,1.0861152280264277,2766332.9517734065,30.839563062827587,0.4198291194850247
11,2MASS J19205510+3747162,2437496,2.05129311376223e+18,290.22958,37.787849,19.043,14.693,13.234000000000002,12.458,12.008,10.589,9.843,9.587,13.129000000000001,-4.9,-34.3,12.905,30.0,2437496.0,5.6371362842243125,0.8305282896083949,0.8560033913687257,0.018513751314638626,0.8519590136691527,0.007083181165392216,0.854108679805897,0.018373521341942728,0.8515377631573768,0.0069906200680018024,0.01925893400415968,0.7940847482062918,3.990198212092914,0.1380497299668133,0.009846134315366177,-2.732013954321425,0.39306624167140297,3.3338014724850678,1.352452743551594,38909686659.24454,0.554202183643574,0.5167477706750934,31635597624.250664,4.832036356510571,0.8127729765130868,36502230366.37793,0.16441363030425185,0.21430918150502354,14956069852.803543,4.449431694464037,0.10194250455144362
12,2MASS J19205530+3743152,2437507,2.05110513163898e+18,290.23044,37.720901,,15.325999999999999,14.045,13.556,13.232000000000001,11.945,11.269,11.087,14.087,7.9,0.3,13.892000000000001,31.0,2437507.0,19.728395766537247,0.3164122544267717,2.643750264303149,0.012700175318188421,2.608871220925288,0.006694528558451414,2.575322530451565,0.012224371971885766,2.5440892712582857,0.0043359416236812155,0.033609065167960285,2.440645592242001,15.494349105771215,0.3704905882868612,0.021785880238994002,-2.7911444015253486,0.8040778450167063,20.091681168498567,2.9254342841212715,-216540800.7348833,0.3639294003270592,0.6447963576491914,61375724.93859837,20.40454074584888,3.2886936978691743,89576603.76170571,0.4309593001911013,0.7862803608151416,155120157.12948322,20.624277441585463,0.18823283969557264
13,2MASS J19205629+3744334,2437564,2.05110523471821e+18,290.23458999999997,37.742619,,15.375,14.208,13.815,13.540999999999999,12.311,11.727,11.555,14.283,-3.4,-1.0,14.097999999999999,32.0,2437564.0,31.377424219893346,1.5502063239901618,3.8531870119090543,0.02037477361399392,3.864538140278748,0.01118050970370136,3.742312640747105,0.02946171734918005,3.770038810981801,0.012739708543386349,0.0353011598662439,3.652874075759565,22.79044197527209,0.5495848037609719,0.09547538317671196,-2.1207420506452914,0.5050524832949648,29.527857600539104,7.754791356115388,-18359211.773937635,1.466107438431811,2.2860205669175646,3389671.75397884,31.172414356552338,6.739483735500258,-12310308.755784327,1.2935233415992702,1.2601018540474431,33788492.848599665,32.3386770178705,0.299447131142518
14,2MASS J19210052+3750188,2570214,2.05129383531818e+18,290.2522,37.838558,19.506,15.195,14.078,13.689,13.427,12.242,11.644,11.493,14.140999999999998,-0.7,-0.2,13.994000000000002,,,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.270028410998258,0.3514868008246019
15,2MASS J19210086+3745339,2437804,2.05110533779511e+18,290.25357,37.759418,19.563,15.273,14.088,13.68,13.402000000000001,12.159,11.554,11.382,14.158,0.0,0.0,13.98,37.0,2437804.0,26.30345873611353,1.6927475711697657,3.3633313122376443,0.020973811319116138,3.3001628821505613,0.006609592659074114,3.371344016801917,0.018274012177144663,3.3046180051119465,0.009635185792828084,0.038401596042113136,3.1084059041798007,16.66421212338793,0.458415180063998,0.06326331096118783,-2.2215972566311715,0.4555184739531971,24.57895866128986,6.68393977132058,43832312.492373735,0.7653174988412862,1.5203204496690126,8018470.162770173,26.782145694616357,7.613133227012107,26067970.17544674,1.9021685192091544,1.8477761247837257,5596241.73621107,26.33974635314686,0.3307166154313309
16,2MASS J19210112+3742134,2437816,2.05110485676105e+18,290.25467000000003,37.703732,,15.249,13.95,13.436,13.113,11.82,11.13,10.937999999999999,13.98,25.6,6.1,13.806,39.0,2437816.0,17.082546067554198,0.6154179219087622,2.356818600367861,0.014169021716431756,2.3369660513805384,0.008036095986952978,2.316899056850575,0.009993680849716477,2.306719586353551,0.0035090709003588287,0.0235979253020117,2.1959572139536307,11.661436659470846,0.3460603944804159,0.05343490650142258,-3.3939129978967344,0.7060786313601075,17.009964787013143,3.1028766588314487,-345367810.46041536,0.5711411791620304,0.9858254484172708,102074893.11257064,18.711027376399635,3.801516738552348,158313769.0235458,0.5682606688957594,1.1361300191270067,32260417.05088234,17.97833292825771,0.14860114869958801
17,2MASS J19210426+3747187,2437965,2.05110575011432e+18,290.26779,37.788540000000005,19.081,14.683,13.308,12.732000000000001,12.377,11.013,10.31,10.102,13.317,1.6,4.2,13.104000000000001,42.0,2437965.0,7.682209994441703,0.2405161066623303,1.225616248204164,0.017542022280947967,1.235114353221077,0.007266985977339187,1.2546039700928646,0.016141179257388536,1.2348030486204875,0.004728105608355653,0.006510052926324857,1.2095282406974603,4.854016940381282,0.21010096596025465,0.03469069391003661,-3.029411793036195,0.6594634419946088,6.210428926772583,2.9162699468698086,7288039265.509513,1.00507575771943,1.1734318392683585,2288800379.3988013,6.3589471414418295,1.4345591761437235,5580372315.394586,0.5344548671533964,0.939351635861302,5668327746.7794895,6.856589148763237,0.419771061533945
18,2MASS J19210483+3741036,2297825,2.05110410084678e+18,290.27013999999997,37.684349,,15.374,14.216,13.812999999999999,13.549000000000001,12.314,11.704,11.561,14.280999999999999,-4.7,10.9,14.109000000000002,1.0,2297825.0,30.82468872757029,0.7906133377220605,3.763750624105095,0.029086749854491268,3.787700935822615,0.010415413543111944,3.735923281462968,0.020791163433012728,3.7271966748712457,0.009284500914168093,0.03899626435827962,3.591949390560376,22.592722848599248,0.5829330526170917,0.09806672661806166,-1.866203582881935,0.6526293014661741,28.710213975652927,6.570742920208054,-19875265.752008494,0.7939177816734683,1.153204358669388,6750205.001854668,29.911108952707853,5.956421120721076,17697320.85579682,0.7870380799019975,0.7731450222692156,4834895.597760549,30.341495075124573,0.3972613290237335
19,2MASS J19210629+3744596,2438051,2.05110509727927e+18,290.27625,37.749908000000005,19.157,15.2,14.091,13.704,13.454,12.259,11.645999999999999,11.499,14.152999999999999,-6.0,-6.0,13.958,47.0,2438051.0,30.30473897257925,0.10666902573518244,3.6677478642861514,0.03322960003706337,3.674573283879188,0.006028747200731628,3.626733434337277,0.01910156090529664,3.5846000466014187,0.019429147688435486,0.03756473638316332,3.4117098584623884,18.426332005407204,0.5489135213304763,0.0910455930847964,-2.009910686913326,0.641802447477139,28.465050639583158,5.3917427905213025,-20140164.93857628,1.2013955071035634,2.09293536102082,5892234.575627333,27.4995849548921,4.854767106898733,7580333.122710029,3.8583155658469033,4.589557102967667,5390223.461488976,30.391464702023697,0.6903563986053819
20,2MASS J19211007+3750008,2570518,2.05129359479999e+18,290.29196,37.83358,20.000999999999998,15.809000000000001,14.668,14.25,13.97,12.777999999999999,12.112,11.967,14.718,5.1,-2.5,14.552999999999999,61.0,2570518.0,46.15138287420586,1.4635002932231411,4.935305165571117,0.012974362986290514,4.893079557788363,0.010804183584335016,4.923202129353283,0.010797611750822628,4.826875474894162,0.007811458730456356,0.03315379504431167,4.695449030285264,30.35606381827921,0.6749773311159117,0.05963488562276116,-2.5927181358637483,0.7423589059310167,44.919318281982605,6.286423072990009,5925794.875309689,0.5705322089089873,1.88312158668726,1949392.8397611643,44.88767173931198,6.7020343425650974,3737792.3147420473,1.041682591243802,1.5068945730981949,796051.6752227542,46.80255073895504,0.26867304991346236
21,2MASS J19211606+3746462,2438421,2.05110561268411e+18,290.31692999999996,37.779517999999996,18.045,14.585999999999999,13.067,11.443,10.569,8.913,8.052999999999999,7.7139999999999995,12.385,4.1,2.6,12.026,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6393695476229033,0.07233096522788517
22,2MASS J19213390+3750202,2571093,2.05110760554918e+18,290.39127,37.838951,,14.487,13.074000000000002,11.97,11.35,9.891,9.052999999999999,8.798,12.725,0.7,5.0,12.499,,,2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8950628123643671,0.11356242723803135
23,,2436097,,,,,,,,,,,,,,,,3.0,2436097.0,41.837229792279466,1.939067534099168,4.510901636753276,0.0207199809038615,4.49663617524687,0.01590244377386964,4.459079981901741,0.017871760085374746,4.442677562185118,0.014862455347196631,0.016323051032409375,4.398016218451852,31.8850598733812,0.6331148628215857,0.09351486066361836,-1.952248449841632,0.7739685005786693,38.38154023723639,7.354302858936426,-6438754.875146778,1.0988160256749269,2.7127619210583607,1382389.7155808734,39.16348430127589,7.778384259704322,-4111325.147575008,1.1712263554279905,1.9184818812183742,937202.0437884448,0.0,0.0
24,,2436209,,,,,,,,,,,,,,,,4.0,2436209.0,56.294819947525426,2.730466455376755,5.778232338115256,0.04324249967267886,5.764464781043848,0.015925898711656183,5.60083480231452,0.025622638007708254,5.581985085433412,0.007800083708104273,0.04719395006601442,5.43574747078013,40.966966001200674,0.7769272353471308,0.13727890145083152,-2.0295583261727126,0.4898379508829889,51.798666291797275,12.1509582889026,-1395809.3473488777,1.631718350654026,2.2098960388126887,204520.20267199518,55.16377134576202,6.3879168328235485,-1702657.5934462762,1.200326850354534,5.944916258042094,513599.59734552924,0.0,0.0
25,,2436332,,,,,,,,,,,,,,,,5.0,2436332.0,27.805222121985725,1.0565300053741098,3.339199041737928,0.0292707333697766,3.3349842202095537,0.007465686172796573,3.3499518162321533,0.020330212434663264,3.3541183628784417,0.008116760941893316,0.02488392385376477,3.1615612874673147,17.19969052533571,0.4713392289188612,0.07117864689962071,-2.5734375868217905,0.8675333735417674,27.95216463126421,4.4423948987737285,42639125.72644508,0.6319065054392979,0.9185636507941676,10593271.02806414,26.804757340150505,4.776274557192251,27510509.58116866,0.7979400898134537,1.1058077587994162,11106396.656063523,0.0,0.0
26,,2436458,,,,,,,,,,,,,,,,7.0,2436458.0,36.55103390232165,1.590508686006939,4.1858614376766745,0.03490316993890321,4.138716468241117,0.012858058454695624,4.092468285124486,0.01344224124656792,4.068553293626999,0.004841584615660157,0.03422209036755014,3.9676208083096687,29.205939621902772,0.5712230224154418,0.029005723991927832,-2.717533448374538,0.980226753691158,34.83021817425467,6.675832093920821,-15679794.201413918,0.9566756583765558,1.4869687625848478,3767438.6776985433,35.15466679335,6.926717752109551,-9128332.2951467,1.1866771671983158,1.545023729807825,6336314.1759045925,0.0,0.0
27,,2436540,,,,,,,,,,,,,,,,8.0,2436540.0,56.93852669581711,0.35777121820586033,5.794666851628883,0.03376375026261706,5.7468118524530585,0.007108375828154804,5.748904650272298,0.02280215334026855,5.752546491296114,0.00800014578697107,0.0370856173874005,5.486424224590605,35.89467179809712,0.7834422123948137,0.11503685613988593,-2.3903153766638896,0.5754992676922893,55.381088284877244,9.921537340440967,1055455.633290882,1.288913608071376,1.9908359400252276,179015.30369210773,53.20515257311105,9.155918449830814,915899.5893592524,1.6395186002758513,2.134278667754427,223992.51314919192,0.0,0.0
28,,2436593,,,,,,,,,,,,,,,,9.0,2436593.0,97.11979828152558,18.056367751145086,9.665436431344958,0.028055467283891425,9.828673448686516,0.04273261618141424,9.626227001784713,0.02224249113155995,9.579309714972158,0.04336758812073432,0.15278315119987138,9.061849360252765,89.36339667740293,1.4009649993126772,0.17781059934658397,-2.1674642216355102,0.5036374703257536,102.90894833737237,11.025497507484104,-4985.252581269917,3.80517453926576,5.388571403678551,7424.027930209483,107.52021398911316,11.055685449026617,-5906.817969229942,3.5427697773422127,4.411934896524665,3213.996011219564,0.0,0.0
29,,2436676,,,,,,,,,,,,,,,,10.0,2436676.0,133.37752291016022,16.106736283196053,11.280137808482936,0.03545291722826007,11.161525700057283,0.0472000102308835,11.287230764271861,0.021903643058033783,11.30886520525699,0.054720255673540455,0.10651191052337723,10.62779878374646,105.58557042678468,1.4541986121825945,0.21090222560514227,-2.3650175264372884,0.6098669306249693,131.47197984202512,8.843908272476538,2485.1890855935503,1.7403943557822623,3.2287797384197092,3686.029453925412,130.29534881936547,10.915542699683487,1751.1122423250913,4.074182226816616,5.764377305779447,2504.3339151105647,0.0,0.0
30,,2436688,,,,,,,,,,,,,,,,11.0,2436688.0,76.40465513208221,1.6968196214314943,7.2201398333866385,0.03673123727238669,7.225798594191882,0.01923385652588532,7.1862430865500855,0.017614688195886668,7.132563124424378,0.012858845355903056,0.04242520321363709,6.928623084351442,52.29034798490033,0.9610039532269354,0.1656119231745076,-2.266280935377603,0.5543283858321852,73.27590776434806,10.718959728265997,-314297.2056505904,1.2136390996868929,2.112645398220105,155468.98494739126,73.72796747092042,12.228460929059155,224829.84776250055,1.9628162755032958,1.9503712590148807,49332.72372635594,0.0,0.0
31,,2436732,,,,,,,,,,,,,,,,12.0,2436732.0,30.158543439290515,1.6528163958028563,3.608799033277896,0.026895869747642787,3.6543688983329896,0.005367454434720849,3.6064594863567407,0.02220305864313785,3.6066532024997886,0.005499820606223053,0.027243184809535914,3.4633386143951643,18.33681423789438,0.5668048515671309,0.10416892581126788,-2.494166748512301,0.6290837489746615,27.628163413064502,7.64568661857192,12898417.582499832,1.0745211638670005,1.5360269670930196,7836684.011938851,30.58953151321077,3.4999188176533216,12677857.644526213,1.4410746977716171,3.0401019265109506,4737152.935207949,0.0,0.0
32,,2436759,,,,,,,,,,,,,,,,13.0,2436759.0,31.928282301615113,2.9946011199890767,3.7362169691725775,0.04775856482604412,3.720174437482645,0.01358584103080475,3.750227161769821,0.04957627347469296,3.7445569212875274,0.014941596314540463,0.040600487068786086,3.5165145112199414,22.171246851844217,0.5349057745199861,0.07068228845892648,-1.8472970247064548,0.7590015148073458,30.37348457328401,6.7984631729915685,31720075.718457706,1.6271488563083527,2.1500145576157923,9378011.176147627,27.47955621469685,2.1588007762995565,-22797873.11555468,2.7125919437853656,5.681412923692028,54161982.99484015,0.0,0.0
33,,2436814,,,,,,,,,,,,,,,,14.0,2436814.0,24.63882826405829,1.0990223176113518,3.080280611891917,0.013307809838379536,3.0898722866354893,0.008032705049745063,3.0736307227769157,0.009787371931260908,3.039504029266073,0.014838814599588409,0.031029006539724187,2.873531565359041,15.780182713601498,0.4514416374242423,0.0611643986185683,-2.6575781070973843,0.9631333581039154,24.272669886993643,3.5951956092647963,56462978.90015031,0.5255331820078261,0.8644318666834792,19163519.724624712,24.050318865649327,4.4961538032164565,-28325302.499009706,0.5892618372462647,1.1286176564934345,85113378.27137664,0.0,0.0
34,,2436818,,,,,,,,,,,,,,,,15.0,2436818.0,98.71819106660378,8.3982890199496,8.750652784813475,0.02995242897977954,8.702910061596382,0.0197803107321667,8.75604826141911,0.034673314125618616,8.611871642923505,0.009645288076189026,0.07853020845382724,8.150680784431206,64.51788395229637,1.1461968921037309,0.2031583959043345,-2.060979198167645,0.4012263165371067,85.98910971357991,22.550758247919784,24793.026187816144,5.326537811126912,6.165756700108245,9405.011669773916,91.16059197895336,9.73070616917617,40903.26688623546,2.8128530762503767,5.14947327561305,16025.73023401568,0.0,0.0
35,,2436824,,,,,,,,,,,,,,,,16.0,2436824.0,33.10632838577082,1.0759607398200517,3.899440200531915,0.031034863025267614,3.947793622078813,0.01258282050847838,3.8155062333412277,0.014880067061948169,3.814962851513399,0.017866378820971182,0.036303822225136624,3.695021365219216,26.94090930217859,0.5731404763279144,0.12462574659582888,-1.9400550692642424,0.6804843481811047,33.50172522771611,3.973073931357426,-28523544.23450093,0.5489240972537113,0.8106638509224544,8008566.549261309,33.398768284058924,4.22232531313953,-14813235.2745058,0.4740745154813713,0.9838517768985552,4306511.144903326,0.0,0.0
36,,2436900,,,,,,,,,,,,,,,,17.0,2436900.0,34.67642691709119,0.6234081255838704,4.035397380267393,0.01938453650395197,4.014244044140208,0.00635595353320308,3.9931340028385303,0.01741027342869899,3.98702550919806,0.005786971634156416,0.02809628582670741,3.8454583896193903,24.568483749898824,0.5795701896010002,0.05428477875634183,-2.642261670673742,1.0040430907735058,32.924377565579725,5.694665486642243,-18478894.363163,0.8267009961101675,2.3698324600955143,3585381.980240405,34.57962176359812,6.480510445867922,10365623.12326502,0.999820154806306,1.2194968124390255,2534930.203306288,0.0,0.0
37,,2436912,,,,,,,,,,,,,,,,18.0,2436912.0,29.752400423659672,0.3056972303370735,3.7083421200309674,0.02584192832785813,3.724499476978588,0.012854656134872787,3.6976087306499017,0.021265731793614063,3.683167668279888,0.019395600168352786,0.029595258607510142,3.57756394229824,22.282651552675556,0.5077639436777197,0.04650381334122622,-1.8889171917922267,0.6423237473356985,28.98593484521659,5.371984683338214,-26360325.17581145,0.6160661899672362,1.0677433879750131,10929728.094012983,29.92712681993061,5.511609160754652,11941512.67430744,1.1306820397027022,1.2083079485280357,3215002.4362608907,0.0,0.0
38,,2437040,,,,,,,,,,,,,,,,19.0,2437040.0,24.53424750990498,0.3681705767209253,3.0469418986897283,0.011651557770177855,3.0190289844717433,0.006764974813334539,3.046431032572391,0.009232591890990792,2.9842126953178134,0.00402070618025671,0.018950809285045358,2.8857351687622166,15.462711344618864,0.4224837460661135,0.08496724314092115,-2.8463116344503496,0.9439946636441514,24.270607262477302,4.843789435486829,58526042.91616447,0.6364262237147658,1.054070917828023,21892402.50839538,24.716721888589138,4.810064828855371,40538342.06275953,0.9856080209923316,1.17952891732301,10106216.739994306,0.0,0.0
39,,2437103,,,,,,,,,,,,,,,,20.0,2437103.0,28.227324135423075,1.592907632109856,3.751838145207838,0.036938033409499985,3.7483480775191746,0.009120749374849215,3.723187584937188,0.02594651352064356,3.6935797788070666,0.010011027816301105,0.023357576888970125,3.5850369380584155,18.510368053046047,0.5992199421151518,0.1213396626126658,-2.2469356949561026,0.5738187766547085,27.836816672996587,7.242796272087617,-13095069.722072262,0.8738518792751626,0.9703310338303172,2469234.116863036,26.59183163439411,2.814743407245155,-22694113.161888476,0.5545529337466178,3.2215817409537757,8018738.476088293,0.0,0.0
40,,2437240,,,,,,,,,,,,,,,,21.0,2437240.0,45.1640026945257,0.7066585517932944,4.829520824886366,0.031048506320557032,4.798908851872055,0.01054374091796318,4.780562147667262,0.016481249422371606,4.728179732855047,0.005475368777418425,0.03638853019422531,4.544572472007267,29.76195789455661,0.6661868330208627,0.09638169182951928,-2.3515813336979914,0.8909794212938864,43.48220754297435,8.845139906090193,4263213.615680778,0.92153715967813,1.4287630599930194,958542.2588702184,42.294415706897844,6.699657213689753,-3298770.8024862064,1.062273239466743,1.4350332140738613,9479507.050771583,0.0,0.0
41,,2437270,,,,,,,,,,,,,,,,22.0,2437270.0,68.16431534595124,4.0959479223427975,6.496617308779263,0.024603023450375173,6.536972875762659,0.023757722869275768,6.497192690403033,0.014211897585774609,6.493089498750222,0.012486572165196677,0.024123059159105613,6.367248782458607,52.99386343475658,0.913327255327637,0.19405893612682526,-1.8561732320605988,0.7437254066518755,66.40670173393183,11.12505116169595,-490070.90375503036,2.229823384466717,2.1096691548049353,118039.43695799005,65.25632825794241,10.288529753597224,-466009.1906921953,1.6730975746056425,4.341601336130535,174635.58017335553,0.0,0.0
42,,2437325,,,,,,,,,,,,,,,,23.0,2437325.0,93.86276934448412,2.578494273459355,8.450342781132377,0.02305752973560929,8.365106957848651,0.021310838978968204,8.449426946770691,0.022627019555831438,8.461058980417219,0.011714725320021652,0.100116617268599,7.664933800721693,62.670823668431595,1.139051533952269,0.18201053972952316,-2.4054643923850074,0.5742884860496643,89.40560346796991,11.245632688231623,143764.27825949033,2.3115298213272415,4.020937780659951,43599.41808528027,90.39788429693948,8.304110951023885,156153.31946986448,2.8811432510569106,6.27412266406011,60889.35239527669,0.0,0.0
43,,2437340,,,,,,,,,,,,,,,,24.0,2437340.0,8.139012136900822,0.4600220741827984,1.3634312080250146,0.007182011848877215,1.3585669351840974,0.0072725970429189735,1.339124046060622,0.012515207524798216,1.3405522640616736,0.00808796544309422,0.01732674900952911,1.2889289905566206,6.4494229970290675,0.20202695034829787,0.015979757725059274,-3.167682520377707,0.5721581790379774,8.01979335924089,1.2316027643306553,-4335979360.892286,0.20845653940888828,0.3423503923820803,3622538792.530464,7.878079720874879,2.1420159520563438,3522156035.4294047,0.503120122098452,0.7825799189015703,1400970268.9547858,0.0,0.0
